編號	名稱	分類	子分類	會長頭銜	會長姓名	成立日期	電話	核准立案字號	會址
11673	台灣紫斑蝶生態保育協會	社會團體	(學術文化團體)	理事長	曾振楠  先生	97/04/27	04-23756569	0970083622	403臺中市西區美村路二段50號12樓之1
11674	台灣紫微斗數哲理研究學會	社會團體	(學術文化團體)	理事長	黃建良  先生	94/07/31	02-86778644	0940031889	新北市鶯歌區國際二路70巷57號
11675	台灣給水排水研究學會	社會團體	(環保團體)	理事長	張始偉  先生	88/05/15	07-371-8327	8820512	807高雄市三民區鼎祥街166號2樓
11676	台灣善心關懷協會	社會團體	(社會服務及慈善團體)	理事長	丁國芳  先生	101/09/08	05-5325390	1010334195	雲林縣斗六市鎮東里文化路406號
11677	台灣善行天下發展協會	社會團體	(社會服務及慈善團體)	理事長	陳明堂  先生	99/01/16	04-24391191	0990068007	406臺中市北屯區軍和街455巷12號
11678	台灣善助慈善關懷協會	社會團體	(社會服務及慈善團體)	理事長	林仙助  先生	101/06/30	07-3348058	1010259811	高雄市前鎮區中山二路91號17樓之6
11679	台灣善美真華德福教育學會	社會團體	(學術文化團體)	理事長	顏于玲  女士	102/09/24	04-23506869	1020374910	臺中市南屯區同心里文心路一段216號15樓之5
11680	台灣善園公益關懷協會	社會團體	(社會服務及慈善團體)	理事長	賴燦弘  先生	99/09/28	02-24260522	0990212622	基隆市仁愛區愛三路9號5樓之5
11681	台灣翔鴻管理發展協會	社會團體	(經濟業務團體)	理事長	吳清忠  先生	99/10/25	02-82211878	0990226034	新北市中和區中山路2段351號4樓之6
11682	台灣腕力協會	社會團體	(體育運動團體)	理事長	江克宇  先生	103/01/25	0922-780789	1030101938	404臺中市北區日興街198號3樓之2
11683	台灣腎友生活品質促進協會	社會團體	(社會服務及慈善團體)	理事長	江日崇  先生	101/02/19	02-86675478	1010144229	112臺北市北投區行義路16號10樓
11684	台灣腎友關懷協會	社會團體	(社會服務及慈善團體)	理事長	呂文心  女士	96/09/21	08-7763022	0960153549	913屏東縣萬丹鄉廣安村萬丹路2段496巷27號
11685	台灣腎臟醫學會	社會團體	(醫療衛生團體)	理事長	陳鴻鈞  先生	72/11/06	02-23310878	8914790	台北市中正區青島西路11號4樓之1
11686	台灣菩提岡聖道會	社會團體	(宗教團體)	理事長	賴甫宗  先生	98/11/14	07-3894901	0980229844	高雄市三民區九如一路61號9樓
11687	台灣菩提乘文教慈善功德會	社會團體	(社會服務及慈善團體)	理事長	馮志高  先生	100/03/16	05-5575682	1000060951	雲林縣斗六市榴南里榴邨6街28號
11688	台灣菩提園養生氣功學會	社會團體	(體育運動團體)	理事長	蕭林淑芳  女士	93/11/27	02-23310308	0940062363	108臺北市大同區民族西路36號2樓
11689	台灣菸酒協會	社會團體	(經濟業務團體)	理事長	韋伯韜  先生	99/09/21	02-23214567	0990198265	台北市南昌路1段4號
11690	台灣菸葉生產事業協進會	社會團體	(經濟業務團體)	理事長	陳明文  先生	95/03/07	05-2791100	0950103059	嘉義縣中埔鄉中埔村10鄰中埔80-50號
11691	台灣菁英肚皮舞推廣協會	社會團體	(體育運動團體)	理事長	黃美英  女士	97/11/23	04-2332-2437	0980037185	542南投縣草屯鎮博愛路493號
11692	台灣華人身心倍思特協會	社會團體	(醫療衛生團體)	理事長	楊聰財  先生	97/04/20	02-22181360	0970072608	新北市新店區建國路97巷33號1樓
11693	台灣華人科技產業管理策進會	社會團體	(經濟業務團體)	理事長	陳兆梅  女士	93/01/10	02-2967-5695		新北市永和區秀朗路1段153巷9號14樓
11694	台灣華人基督徒查經團契協會	社會團體	(宗教團體)	理事長	吳永琴  女士	101/12/16	0987-108120		臺北市士林區天福里忠誠路2段170號6樓
11695	台灣華山聖光慈善會	社會團體	(社會服務及慈善團體)	理事長	張志忠  先生	95/07/02	06-2496575	0950148546	台南市仁德區德崙路565巷67號
11696	台灣華亞旅遊學會	社會團體	(經濟業務團體)	理事長	謝士滄  先生	95/02/26	02-85021556	0950046524	台北市中山區敬業一路185號8樓之3
11697	台灣華冠數學網路學習關懷協會	社會團體	(學術文化團體)	理事長	黃光彩  先生	102/01/14	02-86632525		臺北市文山區木柵路1段68-2號8樓
11698	台灣華夏丹青文化協會	社會團體	(學術文化團體)	理事長	陳振盛  先生	101/11/11	02-26980928		臺北市信義區信義路5段150巷445弄14號2樓
11699	台灣華夏文化教育藝術交流協會	社會團體	(學術文化團體)	理事長	余郁威  先生	100/03/20	03-4253633	1000071794	桃園縣中壢市慈惠三街158巷2號6樓
11700	台灣華夏文教農經交流協會	社會團體	(學術文化團體)	理事長	林國長  先生	90/03/31	02-24261828	0980225744	20342基隆市中山二路37號10樓
11701	台灣華夏世家文化經濟促進會	社會團體	(學術文化團體)	理事長	張馥堂  先生	100/10/16	02-27187701	1000230009	104臺北市復興北路150號9樓
11702	台灣華夏兩岸經濟文化交流協會	社會團體	(經濟業務團體)	理事長	林友仁  先生	100/01/21	04-23275148	1000078672	台中市南屯區大墩17街21號
11703	台灣華夏健康防癌關懷協會	社會團體	(醫療衛生團體)	理事長	黃崧瑜  先生	96/06/23	07-3367655	0960109240	高雄市前鎮區民權二路106號14樓
11704	台灣華格納音樂協會   (解散)	社會團體	(學術文化團體)	理事長	林秋珍  	90/04/21	02-2723-5719		台北市內湖區成功路2段426巷7弄9號3樓
11705	台灣華語文教學學會	社會團體	(學術文化團體)	理事長	曾金金  女士	91/12/14	02-23579884	0920008775	台北市大安區和平東路一段162號師大國語中心轉
11706	台灣華語拓進會	社會團體	(學術文化團體)	理事長	王幼華  女士	97/08/31	07-5522227	0970163046	高雄市苓雅區永樂街137號5樓之4
11707	台灣華語社	社會團體	(學術文化團體)	理事長	余伯泉  先生	97/10/05	0968455603	0970178012	台北市南港區研究院路二段12巷57弄32號2樓
11708	台灣華語通用協會	社會團體	(學術文化團體)	理事長	盧秀鳳  女士	93/08/28	02-2735-4980	10A9336027	新北市永和區福和路19巷1弄5號1樓
11709	台灣華德福教育協會	社會團體	(學術文化團體)	理事長	許綺文  女士	100/08/13	03-95855188	1000223746	宜蘭縣冬山鄉永興路2段273巷1號
11710	台灣華麗關懷婦女協會	社會團體	(社會服務及慈善團體)	理事長	馬愛珍  	95/04/14	02-27018538	0950076936	台北市大安區敦化南路1段336號8樓之1
11711	台灣著作權使用者保護協會	社會團體	(經濟業務團體)	理事長	張呈祥  	94/08/04	02-25500141	0940032595	台北市大同區涼州路6號2樓之3
11712	台灣著作權協會	社會團體	(經濟業務團體)	理事長	林哲文  先生	97/02/15	02-32339068	0970068198	新北市永和區秀朗路3段175巷2號18樓之2
11713	台灣著作權保護協會	社會團體	(經濟業務團體)	理事長	廖偉銘  先生	93/06/15	02-2361-9116	10A9335841	台北市中華路1段196號10樓
11714	台灣菲律賓武術協會	社會團體	(體育運動團體)	理事長	楊和曦  先生	97/05/18	02-27949333	0970133284	台北市內湖區東湖路119巷49弄12號5樓
11715	台灣街舞文化推廣協會	社會團體	(體育運動團體)	理事長	陳柏均  先生	99/05/02	02-2711-3104	0990114879	台北市大安區忠孝東路4段299號B1
11716	台灣街舞藝術協會	社會團體	(體育運動團體)	理事長	施曠軍  先生	102/08/28	02-27712799	1020298968	106臺北市大安區忠孝東路4段250號3樓之6
11717	台灣街貓文創協會	社會團體	(學術文化團體)	理事長	甘明士  女士	102/09/07	02-25172252	1020310682	臺北市松山區延吉街10巷10號1樓
11718	台灣街頭藝人發展協會	社會團體	(學術文化團體)	理事長	張博威  先生	92/04/20	04-2471-7187	0920021269	台中市南屯區文心路1段182號14樓之3
11719	台灣視覺藝術公共發展協會	社會團體	(學術文化團體)	理事長	陳炳男  先生	101/01/02	02-26266610	1010073046	新北市淡水區中山北路一段207巷6號
11720	台灣註冊財務策劃師協會	社會團體	(經濟業務團體)	理事長	韋伯韜  先生	97/02/14	02-77303637	0970041796	臺北市忠孝東路1段150號8樓之1
11721	台灣評鑑協會	社會團體	(學術文化團體)	理事長	劉維琪  先生	92/08/10	02-33431177	0920033622	臺北市中正區羅斯福路1段4號13樓之1
11722	台灣費洛蒙學會	社會團體	(醫療衛生團體)	理事長	翁秋琴  女士	102/01/20	06-2594480	1020201030	710臺南市永康區中正北路54號8樓之10
11723	台灣費登奎斯教育協會	社會團體	(學術文化團體)	理事長	蔡佩仁  女士	100/12/08	02-28714602	1000254533	新北市永和區仁愛路205巷2號4樓
11724	台灣貴州經貿文教交流協會	社會團體	(經濟業務團體)	理事長	申玉玲  女士	103/01/18	02-27362929	1030091734	臺北市信義區基隆路2段111號8樓
11725	台灣貴格會全人關懷協會	社會團體	(社會服務及慈善團體)	理事長	林和明  先生	96/08/20	03-3202215	0960145174	桃園縣龜山鄉萬壽路2段412號5樓
11726	台灣貿易展覽交流協會	社會團體	(經濟業務團體)	理事長	郭夏秀  女士	99/05/30	02-33225556	0990180878	台北市鎮江街7號7樓之6
11727	台灣越武道協會	社會團體	(體育運動團體)	理事長	彭蜀鈞  先生	102/07/07	06-2761470	1020261104	70452臺南市北區林森路3段140巷27號7樓
11728	台灣越南人關懷協會	社會團體	(社會服務及慈善團體)	理事長	顏啟麟  先生	98/02/22	03-5720306	0980048478	新竹市建新路104號2樓
11729	台灣越南婚姻媒合交流協會(合)	社會團體	(社會服務及慈善團體)	理事長	林祐生  先生	97/12/29	02-8941-1087	0980009055	新北市中和區景新街292號1樓
11730	台灣越南經貿文教交流協會	社會團體	(國際團體)	理事長	林享能  	91/09/16	02-2395-9269		106台北市大安區復興南路2段173-1號8樓
11731	台灣越僑協會	社會團體	(其他公益團體)	理事長	武文龍  先生	100/05/15	07-3542781	1000116023	高雄市楠梓區創新路9號1樓
11732	台灣超級馬拉松協會	社會團體	(體育運動團體)	理事長	許武勝  先生	99/07/04	0958-639-582	0990182247	800高雄市新興區仁愛一街102號13樓之2
11733	台灣超級鐵人三項協會	社會團體	(體育運動團體)	理事長	吳育昇  先生	93/11/27	08-7370028	0940003659	900屏東縣屏東市民權路89號
11734	台灣超級鐵人運動發展協會	社會團體	(體育運動團體)	理事長	龔家龍  先生	102/09/16	02-25236905	1020326863	104臺北市中山區新生北路2段74號8樓之11
11735	台灣超越巔峰關懷癲癇聯盟	社會團體	(社會服務及慈善團體)	理事長	曾幼玲  女士	102/07/27	0978739172	1020279289	新北市新店區安成街45號2樓
11736	台灣超臨界流體協會	社會團體	(經濟業務團體)	理事長	黃文田  先生	93/06/23	07-3555706	0930029440	高雄市楠梓區高楠公路1001號
11737	台灣跑兒城鄉發展策略聯盟協會	社會團體	(社會服務及慈善團體)	理事長	趙謨立  先生	102/05/11	02-22873705	1020211612	241新北市三重區三和路4段388之1號5樓
11738	台灣跆拳道運動學會	社會團體	(體育運動團體)	理事長	蔡明志  先生	101/09/16	02-29056465	1010319211	24205新北市新莊區中正路510號(輔仁大學積健樓4樓)
11739	台灣進口砂石協會	社會團體	(經濟業務團體)	理事長	黃桂妹  女士	95/09/08	02-25573123	0950151807	台北市鄭州路139號5樓
11740	台灣鄉土人文關懷協會	社會團體	(社會服務及慈善團體)	理事長	許美惠  女士	100/09/18	02-26263009	1000199350	新北市淡水區北新路32號2樓
11741	台灣鄉土文化發展協會   (解散)	社會團體	(學術文化團體)	理事長	葉立國  	91/06/22	02-2828-2056	9121701	臺北市承德路7段97號
11742	台灣鄉土教育發展促進協會	社會團體	(學術文化團體)	理事長	曾燦燈  	94/06/27	02-23588291	0940027567	台北市中正區青島東路1號3202室
11743	台灣鄉土歌謠學會	社會團體	(學術文化團體)	理事長	鄭里城  先生	89/05/07	02-22498926	8916496	新北市中和區連城路23巷1號
11744	台灣鄉民創業協會	社會團體	(經濟業務團體)	理事長	黃文怡  女士	99/06/06	0915053939	0990130486	新北市樹林區學勤路260號3樓
11745	台灣鄉村社會學會	社會團體	(學術文化團體)	理事長	王志文  先生	89/01/08	02-2363-0231#30	8906498	台北市大安區羅斯福路四段一號國立台大農推系5樓503室
11746	台灣鄉村旅遊協會	社會團體	(經濟業務團體)	理事長	鄭健雄  先生	97/09/09	049-2910960＃4482	0970209396	南投縣埔里鎮大學路1號
11747	台灣鄉村藝術促進協會   (解散)	社會團體	(學術文化團體)	理事長	李岳達  	90/04/27	02-2736-7225	9017315	台北市敦化南路2段200巷6號3樓
11748	台灣鄉園文化美術推展協會   (解散)	社會團體	(學術文化團體)	理事長	林世俊  	90/06/02	02-2944-0373	9019863	台北縣永和市中正路171號3樓
11749	台灣量子科技學會	社會團體	(學術文化團體)	理事長	黃吉川  先生	96/07/21	06-2766413	0960124930	台南市東區大學路1號國立成功大學工程科學系
11750	台灣開放平台協會	社會團體	(經濟業務團體)	理事長	劉建國  先生	99/04/23	0932-947109	0990095809	臺北市北投區公館路209巷8弄10號4樓
11751	台灣開放式課程聯盟	社會團體	(學術文化團體)	理事長	吳妍華  女士	98/08/20	03-5712121-56072	0980190728	新竹市大學路1001號國立交通大學電資大樓201室
11752	台灣開放源碼電子商務協會	社會團體	(經濟業務團體)	理事長	鄭進興  先生	95/02/18	07-6011358	0950042533	高雄市楠梓區卓越路2號第一科技大學教育部區域產學合作中心
11753	台灣開南學園聯盟	社會團體	(同學校友會)	理事長	黃望男  	92/07/05	02-2356-4089		台北市濟南路1段9之2號1樓
11754	台灣開業醫師協會	社會團體	(醫療衛生團體)	理事長	李汝禮  先生	84/06/25	02-89421028	0970204804更名換發	新北市中和區自立路159號
11755	台灣開漳聖王廟團發展協會	社會團體	(宗教團體)	理事長	李竹村  先生	95/11/13	03-9303241	0950192771	宜蘭縣壯圍鄉忠孝村壯六路47號
11756	台灣開懷協會   (解散)	社會團體	(社會服務及慈善團體)	理事長	李百慧  女士	97/08/03	04-24625990	0970132634	台中市西屯區西屯路三段148-33號2樓
11757	台灣間質性膀胱炎關懷協會	社會團體	(社會服務及慈善團體)	理事長	藍玉貞  女士	93/12/17	04-25299123	0940006520	420臺中市豐原區安康路100號
11758	台灣陽光婦女協會	社會團體	(社會服務及慈善團體)	理事長	釋常濤  女士	89/08/21	04-24731639	0930069512	408臺中市南屯區文心南三路126號
11759	台灣陽光課輔協會	社會團體	(社會服務及慈善團體)	理事長	陳俊仁  先生	100/10/28	0938028404	1010094681	雲林縣斗六市中興路中興巷34號5樓
11760	台灣雅究喀竹林實修佛學會	社會團體	(宗教團體)	理事長	陳蓮泓  女士	97/02/16	02-27324068	0970043656	台北市信義區富陽街87巷20號3樓
11761	台灣雅德關懷協會	社會團體	(社會服務及慈善團體)	理事長	李靜言  女士	95/10/11	07-7224062	0950176069	高雄市苓雅區五權街240之5號
11762	台灣雄創組織發展協會	社會團體	(學術文化團體)	理事長	方崇雄  先生	96/12/18	02-23636971	0970011833	台北市羅斯福路三段95號4樓
11763	台灣集玄合一堂道教齋醮科儀研修協會	社會團體	(宗教團體)	理事長	王玲玲  女士	99/07/10	0919298168	0990145827	台北市內湖區陽光街92巷7弄16號1樓
11764	台灣集賢家庭生活品質關懷協會	社會團體	(社會服務及慈善團體)	理事長	蔡茂賢  先生	102/08/04	04-22153019	1020286453	臺中市東區自由路4段302號3樓
11765	台灣雲林大尖山學園發展協會	社會團體	(經濟業務團體)	理事長	吳景南  	91/11/29	05-5829-811	0920003221	雲林縣古坑鄉永村大湖口一之三號
11766	台灣雲彩全人關懷協會	社會團體	(社會服務及慈善團體)	理事長	藍正妍(補選上)  女士	99/11/21	05-5335031	1000044753	雲林縣斗六市城頂街98號
11767	台灣雲端安全聯盟	社會團體	(經濟業務團體)	理事長	蔡一郎  先生	102/07/26	06-2363033	1020296999	臺南市東區裕農路129號2樓
11768	台灣雲端服務協會	社會團體	(經濟業務團體)	理事長	朱延平  先生	101/04/16	04-23851199	1010182838	臺中市五權西路2段666號14樓之2
11769	台灣雲端計算學會	社會團體	(學術文化團體)	理事長	張瑞雄  先生	96/03/31	038-633276	0960064988	花蓮縣壽豐鄉大學路2段1號國立東華大學理工學院工E309室
11770	台灣雲端健康城市發展協會	社會團體	(社會服務及慈善團體)	理事長	周志隆  先生	102/10/11	02-77137977	10301104362	臺北市南港區重陽路598號1樓
11771	台灣雲端運算產業協會	社會團體	(經濟業務團體)	理事長	李詩欽  先生	99/10/27	02-27545896	0990224832	臺北市大安區信義路4段74巷7號1樓
11772	台灣順勢學會	社會團體	(社會服務及慈善團體)	理事長	曾艷雄  先生	96/06/24	02-24632477	0960118597	基隆市中正區武昌街104巷49-1號2樓
11773	台灣順勢醫學會	社會團體	(醫療衛生團體)	理事長	楊義江  先生	99/06/06	02-25419009	0990149219	104臺北市中山區吉林路150號11樓
11774	台灣須彌山佛教會	社會團體	(宗教團體)	理事長	吳帝嬃  先生	95/12/31	04-24390418	0960005386	臺中市北屯區正道街258號
11775	台灣飲食文化協會	社會團體	(學術文化團體)	理事長	葉振富  先生	96/12/14	02-23515288	0970011678	台北市大安區和平東路一段121號3樓之2
11776	台灣飲料調製協會	社會團體	(經濟業務團體)	理事長	李月琴  女士	100/06/19	03-5251859	1000156254	新竹市磐石路10號
11777	台灣黃石公堪輿文化學會	社會團體	(學術文化團體)	理事長	郭鴻壬  先生	97/08/07	06-2821125	0970133418	704臺南市北區海安路三段338巷111號
11778	台灣黃帝至道養生學會	社會團體	(醫療衛生團體)	理事長	謝金勳  先生	100/12/31	049-2982995	1010145610	南投縣埔里鎮中正路141-1號
11779	台灣黃教真宗地藏教會	社會團體	(宗教團體)	理事長	寂光導師〈俗名：劉千梵〉  女士	81/11/18	02-29592005	9020970	新北市板橋區重慶路245巷50弄61號
11780	台灣黃絲帶愛網關懷協會	社會團體	(社會服務及慈善團體)	理事長	彭素琴  女士	95/03/25	06-2024724	0950093006	臺南市永康區國華街102巷107號8樓之1
11781	台灣黑水溝保育學會	社會團體	(社會服務及慈善團體)	理事長	王建平  先生	97/08/30	06-2847033	0970152518	台南市北區成德里育德二路200巷7號2樓
11782	台灣黑面琵鷺保育學會	社會團體	(環保團體)	理事長	黃福興  先生	100/05/29	06-7801350	1000144110	臺南市北區海安路3段135巷101號
11783	台灣黑熊保育協會	社會團體	(學術文化團體)	理事長	黃美秀  女士	99/01/30	08-7740416	0990033404	91201屏東縣內埔鄉學府路1號國立屏東科技大學野生動物保育研究所
11784	台灣黑龍江協會	社會團體	(學術文化團體)	理事長	黃崑原  先生	99/08/14	02-27600865	0990175671	110臺北市信義區松山路130號9樓
11785	台灣菇類發展協會	社會團體	(經濟業務團體)	理事長	陳宗明  先生	82/01/05	04-25814236	0930047138	臺中市新社區協成里協中街45號
11786	台灣傳承協濟會	社會團體	(社會服務及慈善團體)	理事長	余明和  先生	102/07/09	04-24619742	1020345191	557南投縣竹山鎮太平巷36號
11787	台灣傳神居家照顧協會	社會團體	(宗教團體)	理事長	馬之秦  女士	91/06/08	02-23576300		台北市中正區杭州南路1段77巷29號
11788	台灣傳統武學太極拳刀劍桿散手協會	社會團體	(體育運動團體)	理事長	劉曉賦  先生	96/12/02	0939-885671	0960195247	234新北市永和區永貞路161號1樓
11789	台灣傳統倫理文化發展協會	社會團體	(學術文化團體)	理事長	黃麗珍  女士	94/01/08	07-3855281	0940008833	高雄市三民區克強路75號
11790	台灣傳統茶道文化產業發展協會	社會團體	(經濟業務團體)	理事長	黃光裕  先生	101/06/15	06-6324589	1010249963	臺南市東山區聖賢里頂窩66號
11791	台灣傳統損傷整復協會	社會團體	(醫療衛生團體)	理事長	翁杉漢  先生	89/05/07	03-551-6458	8914940	新竹縣竹北市縣政十六街六三號
11792	台灣傳統導引養生功法協會	社會團體	(體育運動團體)	理事長	莊賜祿  先生	97/03/08	0929390590	0980037334	台中市西屯區忠勤街336號3樓之2
11793	台灣傳統整復發展協會	社會團體	(醫療衛生團體)	理事長	陳振鋒  先生	88/06/12	02-2511-1075	8893256	台北市中山區吉林路一０三號三樓
11794	台灣傳統藝術推展協會	社會團體	(學術文化團體)	理事長	謝光榮  先生	96/07/06	02-2500-7041	0960073131	台北市松山區民權東路5段42號2樓之6
11795	台灣傳愛公義協會	社會團體	(社會服務及慈善團體)	理事長	廖英順  先生	101/10/10	06-2957309	1010354971	臺南市安平區建平17街231號14樓之1
11796	台灣傳福音促進會	社會團體	(社會服務及慈善團體)	理事長	黃正次  先生	96/12/23	02-29722121	0960204507	新北市三重區重新路一段61號
11797	台灣傳福棒球協會	社會團體	(體育運動團體)	理事長	洪徐翊  先生	100/05/14	02-25140296	1000119993	台北市松山區敦化北路167號18樓
11798	台灣傳播媒體協會	社會團體	(社會服務及慈善團體)	理事長	黃聖壹  先生	96/12/30	04-22759446	0970051187	臺北市大同區涼州街6號2樓之3
11799	台灣傳播管理研究協會	社會團體	(學術文化團體)	理事長	楊志弘  先生	94/09/07	02-28810742	0940037297	台北市士林區中山北路5段250號銘傳大學傳播學院辦公室
11800	台灣催眠研究學會	社會團體	(醫療衛生團體)	理事長	張雲傑  先生	95/11/25	02-23073269	0950193712	臺北市萬華區青年路140號3樓
11801	台灣傷口造口及失禁護理學會	社會團體	(醫療衛生團體)	理事長	于博芮  女士	94/03/12	0223123456#8432	0940017500	臺北市中山區中山北路三段31號6樓
11802	台灣匯得利資產管理協進會	社會團體	(其他公益團體)	理事長	王彩霞  女士	97/01/27	27862986	0970072949	台北市忠孝東路五段815號10樓之3
11803	台灣園藝學會	社會團體	(學術文化團體)	理事長	王仕賢  先生	41/11/08	02-33664833	0950017761	臺南市新化區牧場70號
11804	台灣圓心關懷協會	社會團體	(社會服務及慈善團體)	理事長	張晴雯  	96/02/20	04-25872300	0960049118	臺中市東勢區南平里本街191號
11805	台灣圓明佛教會	社會團體	(宗教團體)	理事長	恆修法師(呂明琴)  	97/02/03	03-4265058	0970049599	桃園縣中壢市溪洲三街76號4樓-2
11806	台灣圓通緣慈善會	社會團體	(社會服務及慈善團體)	理事長	蔡秀綺  女士	98/08/22	04-26224628	0980194078	臺中市沙鹿區鹿峰里中清路8段276號
11807	台灣圓智文化創造學會	社會團體	(學術文化團體)	理事長	王立文  先生	102/02/24	03-4638800#2488柳毓秀		桃園縣中壢市遠東路135號元智大學1107室終身教育部
11808	台灣圓道佛教文化交流協進會	社會團體	(宗教團體)	理事長	廖于文  先生	100/04/02	02-25633382	1000097615	高雄市鼓山區美術東八街8號2樓
11809	台灣圓夢協會	社會團體	(社會服務及慈善團體)	理事長	陳寬裕  先生	97/07/26	02-25180008	0970143011	台北市延平南路70號6樓
11810	台灣圓夢無障協會	社會團體	(社會服務及慈善團體)	理事長	鄭優  先生	99/10/11	0987367821	0990228423	台北市大安區市民大道四段102號3樓
11811	台灣圓滿長青關懷協會	社會團體	(社會服務及慈善團體)	理事長	王念臺  先生	101/10/05	04-22115086	1010393151	401臺中市東區旱溪東路1段330號
11812	台灣圓緣慈善推廣協會	社會團體	(社會服務及慈善團體)	理事長	曹晏華  女士	101/09/13	02-25044613	1010324484	臺北市松江路277之1號3樓
11813	台灣圓緣道濟慈善會	社會團體	(社會服務及慈善團體)	理事長	徐美俐  女士	100/06/12	07-6894636	1000141866	高雄市六龜區義寶里光復路155號2樓
11814	台灣塑性加工學會	社會團體	(學術文化團體)	理事長	黃佑民  先生	101/12/29	02-27376243	1020088400	臺北市八德路2段60號4樓
11815	台灣塗料與塗裝科技發展協會	社會團體	(經濟業務團體)	理事長	楊進武  先生	93/05/07	04-24529983	10A9322919	台中市西屯區河南路2段262號6樓之4
11816	台灣塔客文創交流協會	社會團體	(學術文化團體)	理事長	蘇柏維  先生	101/11/16	0952831800	1010382880	臺北市和平西路一段64號
11817	台灣奧林巴斯數位影像學會	社會團體	(學術文化團體)	理事長	林東輝  先生	95/04/09	02-26548795	0950075284	110臺北市信義區吳興街320巷59號
11818	台灣奧福教育協會	社會團體	(學術文化團體)	理事長	林淑芳  女士	81/12/20	02-23945839	0990022610	408台中市南屯路2段290號4樓
11819	台灣媽祖文化協進會	社會團體	(宗教團體)	理事長	鄧慶田  先生	98/07/18	05-2278005	0980156591	嘉義市東區體育路11號
11820	台灣媽祖聯誼協會	社會團體	(宗教團體)	理事長	鄭銘坤  先生	95/08/20	04-2676-3522	0950184171	臺中市大甲區順天路158號
11821	台灣媳婦關懷促進協會	社會團體	(社會服務及慈善團體)	理事長	李亞萍  女士	97/05/08	02-23586396	0970089237	新北市三重區重陽路四段7號2樓
11822	台灣微生物生態學學會	社會團體	(學術文化團體)	理事長	劉秀美  女士	99/09/29	02-24622192轉5325	1000076384	臺北市南港區研究院路3段245號
11823	台灣微生物研究發展協會	社會團體	(學術文化團體)	理事長	呂方明  先生	96/06/01	02-8511-0022轉33	0960101107	新北市三重區中山路379號7樓之5
11824	台灣微生物學會	社會團體	(學術文化團體)	理事長	吳俊忠  先生	81/12/20	02-23562220	0950048485	台北市中正區仁愛路一段1號台灣大學醫學院微生物學研究所
11825	台灣微型企業發展協會	社會團體	(經濟業務團體)	理事長	李佩娟  女士	99/08/21	02-23211362	0990239182	臺北市羅斯福路2段70號7樓之2
11826	台灣微客公益行動協會	社會團體	(社會服務及慈善團體)	理事長	沈漾漾  女士	101/04/21	02-33225103	1010190739	237新北市三峽區大義路213號1樓
11827	台灣微軟生涯體驗計劃協會	社會團體	(社會服務及慈善團體)	理事長	魏昭寧  先生	97/05/03	02-25084220	0970089364	臺北市中山區民權東路二段135巷29弄1號1樓
11828	台灣微電影創作協會	社會團體	(學術文化團體)	理事長	李天礢  先生	103/01/03	0910926221		105臺北市松山區八德路三段2號4樓之2
11829	台灣微整形技術交流協會	社會團體	(醫療衛生團體)	理事長	蘇雅菁  女士	100/09/16	04-23263060	1000228985	臺中市中港路一段247號8樓之D
11830	台灣微整形美容醫學會	社會團體	(醫療衛生團體)	理事長	張朝凱  先生	95/05/28	02-66302226	0950098417	臺北市中正區公園路13號7樓
11831	台灣慈心功德會	社會團體	(社會服務及慈善團體)	理事長	陳美雲  女士	102/01/05	02-2555-1975	1020085104	103臺北市大同區承德路1段32號12樓之8
11832	台灣慈心經典文化教育協會	社會團體	(學術文化團體)	理事長	游寶珠  女士	98/06/14	02-89534388	0980141783	新北市中和區中山路二段315巷6號8樓
11833	台灣慈母愛心慈善會	社會團體	(社會服務及慈善團體)	理事長	林艷君  女士	102/04/03	03-9971698	1020244046	270宜蘭縣蘇澳鎮聖湖路23號
11834	台灣慈生協進會	社會團體	(社會服務及慈善團體)	理事長	盧建助  先生	102/04/21	02-28057327	1020192329	新北市淡水區中正路1段132巷7弄8號3樓
11835	台灣慈光台越佛學會	社會團體	(宗教團體)	理事長	黃聖峰  先生	103/01/26	02-22302306	台內團1030096501	高雄市小港區學府路39號1樓
11836	台灣慈光愛心會	社會團體	(社會服務及慈善團體)	理事長	張慶旺  先生	96/09/08	(06)205-1336	0960150752	臺南市永康區永華路273巷29號
11837	台灣慈宗學會	社會團體	(宗教團體)	理事長	林源河(釋禪敬)  先生	98/05/17	02-32348202	0980108552	新北市中和區新民街12號
11838	台灣慈惠母教會	社會團體	(宗教團體)	理事長	曾鴻昌  先生	96/12/16	03-4796657	0970014405	桃園縣龍潭鄉高原村泥橋子5-8號
11839	台灣慈惠協會	社會團體	(宗教團體)	理事長	陳文田  先生	97/02/02	04-23206634	0970026270	台中市西屯區大墩19街82號
11840	台灣慈惠社會福利關懷協會	社會團體	(社會服務及慈善團體)	理事長	林丞遠  先生	97/02/02	04-22854362	0970027225	台中市南區國光路469巷3號3樓
11841	台灣慈惠道教會	社會團體	(宗教團體)	理事長	陳瑞寶  先生	95/07/22	04-23206634	0950127480	台中市西屯區大墩19街115號
11842	台灣慈普山功德協會	社會團體	(社會服務及慈善團體)	理事長	劉國男  先生	96/09/30	04-24266668	0960161985	台中市北屯區后庄里中清路112巷86弄36號
11843	台灣慈湖文化觀光發展協會	社會團體	(學術文化團體)	理事長	孫約翰  先生	100/03/26	02-27294346	1010144054	臺北市松山區南京東路5段15-8號9樓
